status_slucaja,confidence,izvor_snimka,model,napomena,povrsina_px,odnos_stranica,popunjenost,procenjena_povrsina_m2,parcela_id,broj_parcele,katastarska_opstina,inspektor_id,ima_dozvolu,preklapa_objekat_id,index_right,objekat_id,broj_dozvole,namjena_objekta
Podudara se sa legalnim objektom,0.822,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,641.0,1.02,0.37,148.74,305,ADICA-TEST-10,Adica,1,True,165,14,165,ROP-ADICA-TEST-10,stambeni
Podudara se sa legalnim objektom,0.865,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,264.5,1.32,0.41,63.75,380,ADICA-TEST-85,Adica,1,True,240,89,240,ROP-ADICA-TEST-85,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,258.5,1.2,0.54,61.7,353,ADICA-TEST-58,Adica,1,True,245,94,245,ROP-ADICA-TEST-90,stambeni
Podudara se sa legalnim objektom,0.935,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,730.5,1.23,0.49,176.35,302,ADICA-TEST-7,Adica,1,True,162,11,162,ROP-ADICA-TEST-7,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,289.5,1.09,0.5,70.23,367,ADICA-TEST-72,Adica,1,True,227,77,227,ROP-ADICA-TEST-72,stambeni
Podudara se sa legalnim objektom,0.912,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,456.0,3.41,0.46,107.32,327,ADICA-TEST-32,Adica,1,True,187,36,187,ROP-ADICA-TEST-32,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,204.5,1.85,0.66,49.7,410,ADICA-TEST-115,Adica,1,True,270,119,270,ROP-ADICA-TEST-115,stambeni
Podudara se sa legalnim objektom,0.925,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,519.0,1.62,0.48,125.09,313,ADICA-TEST-18,Adica,1,True,173,22,173,ROP-ADICA-TEST-18,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,217.5,3.09,0.58,50.66,407,ADICA-TEST-112,Adica,1,True,267,116,267,ROP-ADICA-TEST-112,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,1079.5,1.12,0.55,260.74,300,ADICA-TEST-5,Adica,1,True,160,9,160,ROP-ADICA-TEST-5,stambeni
Podudara se sa legalnim objektom,0.845,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,262.5,1.84,0.39,66.63,375,ADICA-TEST-80,Adica,1,True,235,84,235,ROP-ADICA-TEST-80,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,277.0,1.5,0.72,67.11,374,ADICA-TEST-79,Adica,1,True,234,83,234,ROP-ADICA-TEST-79,stambeni
Podudara se sa legalnim objektom,0.932,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,347.0,1.25,0.48,84.75,348,ADICA-TEST-53,Adica,1,True,208,58,208,ROP-ADICA-TEST-53,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,256.5,1.28,0.62,60.02,388,ADICA-TEST-93,Adica,1,True,248,97,248,ROP-ADICA-TEST-93,stambeni
Podudara se sa legalnim objektom,0.938,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,314.0,1.22,0.49,72.99,360,ADICA-TEST-65,Adica,1,True,220,70,220,ROP-ADICA-TEST-65,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,379.5,1.45,0.65,90.4,341,ADICA-TEST-46,Adica,1,True,201,51,201,ROP-ADICA-TEST-46,stambeni
Podudara se sa legalnim objektom,0.95,GeoSrbija ortofoto snimak,KMeans segmentacija slike,Automatski detektovan kandidat za objekat/krov sa ortofoto snimka,427.0,1.8,0.59,104.92,331,ADICA-TEST-36,Adica,1,True,191,40,191,ROP-ADICA-TEST-36,stambeni
